Song,Genre,Cluster,Probability,Distance,PCA1,PCA2
blues.00025,blues,0,1.0,1.9691154087786866,-1.9247349522196184,0.8904774799460454
blues.00026,blues,0,1.0,2.274324156295248,-1.927349793331019,1.4645077378470954
blues.00027,blues,0,1.0,1.6585425370094915,-1.2360135739378686,0.6356781484541382
blues.00028,blues,0,1.0,1.768052573147404,-2.080166208523898,0.6689565830197324
blues.00029,blues,0,1.0,2.0890589692640456,-0.7277087536455165,1.3890251184677713
blues.00030,blues,0,1.0,1.8868983804861992,-1.400835962653958,0.8416614810800574
blues.00031,blues,0,1.0,1.9272204318497068,-1.5662707936485663,0.7878894563360335
blues.00032,blues,0,1.0,2.2371038421691547,-1.0684485893248221,1.8810377019439963
blues.00033,blues,0,1.0,2.163279491360463,-1.2023838739834578,1.2523857731918935
blues.00034,blues,0,1.0,1.7446803344199393,-1.5044102000153445,0.6915956442108938
blues.00035,blues,0,1.0,1.6948597412884598,-1.4190463645626517,0.3222656338583768
blues.00036,blues,0,1.0,1.9724267740079182,-1.9338634630898017,0.5471192986228254
blues.00037,blues,0,1.0,2.117219625953467,-1.7358373847787631,1.6899872813647359
blues.00038,blues,0,1.0,1.8380703417060476,-1.0460564472198794,0.874583924175901
blues.00039,blues,0,1.0,2.2003124760125945,-1.7935704188927473,1.5438434424746201
blues.00040,blues,2,1.0,1.491963895768549,-0.313110302208725,-1.1477628822593526
blues.00041,blues,2,1.0,1.4146788610454322,-0.06157203534977649,-0.8419970819682802
blues.00042,blues,2,1.0,1.8366949452038943,-0.36172940739671294,-0.5607067843213782
blues.00043,blues,2,1.0,1.6009200971879138,-0.5193108542466118,-0.9976201957124322
blues.00044,blues,2,1.0,1.6752517634488724,-0.5038725352271144,-1.1650970522693305
blues.00045,blues,0,1.0,2.4029395396264923,-1.458337190000895,-1.1042218115440094
blues.00046,blues,0,1.0,1.7508131745903612,-0.9030135502857465,-0.30158152797669724
blues.00047,blues,2,1.0,1.9734161067034204,-0.9008826347010019,-1.0097591374415997
blues.00048,blues,2,1.0,1.4246004223349276,-0.4369962597714109,-1.0482885186213022
blues.00049,blues,0,1.0,1.6730503016637583,-1.4947152398001002,0.39601599353712447
blues.00050,blues,2,1.0,1.5641933545297007,-0.7020935560286038,-0.8892374970766065
blues.00051,blues,2,1.0,1.5694927425097551,-0.5027601582093308,-1.363613937351884
blues.00052,blues,0,1.0,1.753476704171105,-0.8708869454877571,1.2205390020597253
blues.00053,blues,2,1.0,1.4668860526713206,0.03779274419483253,-0.7121504531160094
blues.00054,blues,2,1.0,1.3581796104088022,-0.24217153018879212,-0.9372515325379898
blues.00055,blues,2,1.0,1.45843283674627,-0.2052866825764202,-0.5377325388180718
blues.00056,blues,0,1.0,1.417024037862553,-0.7208091575684745,0.3293253108689476
blues.00057,blues,0,1.0,1.638713426986457,-0.5432129110261776,-0.29300163179480376
blues.00058,blues,2,1.0,1.5212868906168806,-0.2787353899238942,-0.3515658558017738
blues.00059,blues,2,1.0,1.5040093303982487,0.3726240418088536,-0.591165396312156
blues.00060,blues,2,1.0,1.4951490010208448,-0.5271136520645205,-1.1256435800904645
blues.00061,blues,2,1.0,1.5745104153575233,0.5096940206454995,-1.6621503460580433
blues.00062,blues,2,1.0,1.7887132172225544,0.29316254520761303,-0.1126684235012094
blues.00063,blues,2,1.0,1.6141486518611285,0.7143627650914339,-0.8089277896473921
blues.00064,blues,2,1.0,1.594937057924237,0.11641767245045458,-1.9575929847687041
blues.00065,blues,2,1.0,1.4708988051752494,0.7160935324851234,-1.0546541439695047
blues.00066,blues,2,1.0,1.4311883751005967,0.376255411493446,-0.5744657383915269
blues.00067,blues,2,1.0,1.4167309536109662,-0.11010609699148995,-0.9905181959881668
blues.00068,blues,2,1.0,1.3602131746438828,0.09043128319707344,-1.3249605559211854
blues.00069,blues,2,1.0,1.5311063509985963,0.09999282209580403,-0.8897936293660964
blues.00070,blues,2,1.0,1.5954966168781555,-0.2635880587207561,-0.39867491352623163
blues.00071,blues,2,1.0,1.527975447470332,0.0033219966778945936,-1.867767065475179
blues.00072,blues,2,1.0,1.612483266706976,0.46430428114352995,-1.3794122507157696
blues.00073,blues,2,1.0,1.4834082444520913,-0.590379579777483,-1.2530400620469118
blues.00074,blues,2,1.0,1.3831597737887555,0.02092439478840912,-0.6010402549101682
blues.00075,blues,2,1.0,1.8599175403722836,0.14317035387821625,0.15049833212672642
blues.00076,blues,2,1.0,1.341957425778656,0.41964033321903776,-1.070245957492151
blues.00077,blues,2,1.0,1.3025439223937825,-0.24822284689524501,-1.21753892570894
blues.00078,blues,2,1.0,1.6288255303055477,-0.3150029574075489,-2.01367188254304
blues.00079,blues,2,1.0,1.4406463430234897,-0.021386574899855376,-1.8088341976077535
blues.00080,blues,2,1.0,1.6802832186881358,-0.7219950813843645,-0.64817626080779
blues.00081,blues,2,1.0,1.6948805557387783,-0.4337414341577049,-1.314417413171238
blues.00082,blues,2,1.0,1.5438801817642998,-0.5537864743218041,-1.2290819290155635
blues.00083,blues,2,1.0,1.3987570787788455,-0.1795728583914615,-1.60016350501044
blues.00084,blues,2,1.0,1.378734888099192,-0.2713521141236781,-0.9364453150376725
blues.00085,blues,0,1.0,1.504025891890191,-1.2157669210901185,1.0943326711166952
blues.00086,blues,0,1.0,1.8359598624862155,-1.010612120099529,1.6123051715933057
blues.00087,blues,0,1.0,1.3829304948168324,-1.2481511936217635,0.6957798727303615
blues.00088,blues,0,1.0,1.7086060769312188,-2.221431952622262,0.009392954797808243
blues.00089,blues,0,1.0,2.2824222014512268,-2.4877851532537174,1.346936335557895
blues.00090,blues,0,1.0,1.8298846644612419,-0.6129872184988984,1.2921972474891437
blues.00091,blues,0,1.0,1.6376321130457983,-1.8087553306918844,0.8879437495749981
blues.00092,blues,0,1.0,2.2643533936890488,-1.8083345799750798,1.9758741309362289
blues.00093,blues,0,1.0,2.599267173299416,-2.868093197009856,0.4360790783267889
blues.00094,blues,0,1.0,1.759737479278316,-1.1695234089381208,1.3708128437160245
blues.00095,blues,0,1.0,1.4942050713464943,-1.0501052376654922,0.4272775569190354
blues.00096,blues,0,1.0,1.6412769745057003,-1.6186925368814364,1.1045409470752607
blues.00097,blues,0,1.0,1.5670220686795342,-1.4165074319577293,0.5078352238254836
blues.00098,blues,2,1.0,1.2499743852692424,0.12294499665549834,-1.090321768544605
blues.00099,blues,0,1.0,1.5794617296809474,-1.1384897317722087,0.5212427511133723
classical.00000,classical,0,1.0,1.791682659607693,-1.5419008141400345,-0.5847125932775282
classical.00001,classical,0,1.0,1.6962083034387236,-1.7386048980178181,-0.04320406076302934
classical.00002,classical,0,1.0,1.9880525192493907,-1.5212289278008213,-1.1555046712889667
classical.00003,classical,0,1.0,1.7664837796134139,-1.3658070159552418,0.2957494174267945
classical.00004,classical,0,1.0,1.9267046371895655,-1.210119111000845,-0.5276858833006092
classical.00005,classical,0,1.0,1.4390725772101238,-1.7126307803781087,-0.08677804660487409
classical.00006,classical,0,1.0,1.407035768014531,-1.77516856631528,-0.09193672315303807
classical.00007,classical,0,1.0,1.3256139618384768,-1.6225127798368937,0.5037129640320225
classical.00008,classical,0,1.0,1.5008829892479982,-1.6612221676980783,-0.01792447660021428
classical.00009,classical,0,1.0,1.344304616634266,-1.9231510642998442,0.1588069860344954
classical.00010,classical,0,1.0,1.5863477529922774,-1.5903916251059245,0.34845799737858607
classical.00011,classical,0,1.0,1.8326742856582259,-2.3088773369447386,0.07036278488531483
classical.00012,classical,0,1.0,2.1475014706583093,-2.0909194023628994,0.9641662919487509
classical.00013,classical,0,1.0,1.8183084404610537,-1.5906109316319506,1.0789727549513632
classical.00014,classical,0,1.0,1.5524036495273414,-1.9781780630443113,0.2718195341817595
classical.00015,classical,0,1.0,2.343962359085542,-1.8764936956032137,0.8959974910717519
classical.00016,classical,0,1.0,1.6895227497272975,-2.2970201974542213,0.1885991731751113
classical.00017,classical,0,1.0,1.9881894930148125,-1.9482060054823886,0.5398814032111698
classical.00018,classical,0,1.0,2.014220027991908,-1.9851232921832551,1.1460485797412776
classical.00019,classical,0,1.0,1.7786911285127829,-1.9109029962943163,0.9684328786672196
classical.00020,classical,0,1.0,1.4391643375756946,-1.937772560215538,0.253323469979064
classical.00021,classical,0,1.0,1.631518041770136,-1.782909802264043,0.4443288511614792
classical.00022,classical,0,1.0,1.6530414630280876,-2.103064454057382,0.16484077847526699
classical.00023,classical,0,1.0,1.8249898337318144,-2.4621751469962354,-0.050369544363600804
classical.00024,classical,0,1.0,1.7152120748811353,-1.9235281444193595,-0.623759105076464
classical.00025,classical,0,1.0,2.033203323405714,-1.9178301138392577,-0.9886003617549458
classical.00026,classical,0,1.0,1.9014095866633798,-2.0189719975717604,0.6818571457934458
classical.00027,classical,0,1.0,1.8949846963214951,-2.482795927166934,-0.26472006239505075
classical.00028,classical,0,1.0,1.3162742944976997,-1.651156914162871,0.12211152327358961
classical.00029,classical,0,1.0,2.109605195762721,-1.42679718788673,1.0391347442595051
classical.00030,classical,0,1.0,1.473787187122745,-1.866079777786471,0.19615822864712207
classical.00031,classical,0,1.0,1.866334962577989,-2.6586568336598866,0.513568173946777
classical.00032,classical,0,1.0,2.504596337004014,-2.904294169129793,-0.5535908885474405
classical.00033,classical,0,1.0,2.2577170064438543,-2.323446479613989,1.1664940740362264
classical.00034,classical,0,1.0,1.5031772645545907,-1.5683648671405985,0.6363612178085628
classical.00035,classical,0,1.0,1.5225885238462045,-1.6766975388328142,0.9194122493262844
classical.00036,classical,0,1.0,1.7118979011581448,-1.7470725923262493,0.9841621846084849
classical.00037,classical,0,1.0,1.5416080917501713,-1.2478701334187823,0.658654285235263
classical.00038,classical,0,1.0,1.5130025803596172,-1.8386562531371808,0.2943707493905532
classical.00039,classical,0,1.0,2.1010662594525478,-1.1326156994333691,1.1883248497917902
classical.00040,classical,0,1.0,1.65906781811751,-1.9151057680710903,0.45278474278576164
classical.00041,classical,0,1.0,1.9245242406086367,-1.8008470065593525,0.7951077836645699
classical.00042,classical,0,1.0,2.0845229058230186,-1.7220977611860748,-0.8922762910374747
classical.00043,classical,0,1.0,1.936230195805142,-2.3325376525047914,0.16580814981379777
classical.00044,classical,0,1.0,1.787293459060676,-1.9322036591739329,0.6602513285176563
classical.00045,classical,0,1.0,1.8758705757906236,-2.1183356016488535,-0.4431325809001019
classical.00046,classical,2,1.0,2.0290009273212224,-0.733213376818343,-1.6666145323375143
classical.00047,classical,0,1.0,1.8504312762672972,-2.202049874302763,-0.27227724334068737
classical.00048,classical,0,1.0,1.9876774133365012,-0.6755566011015086,0.6462235546838638
classical.00049,classical,2,1.0,1.772763274467598,-0.25614186609500755,-0.7797312386144155
classical.00050,classical,0,1.0,2.1160615587745357,-2.309319891422714,-0.5074758223752168
classical.00051,classical,0,1.0,2.7165282492009752,-1.4995605216903818,1.387353077582716
classical.00052,classical,0,1.0,2.2526798087967688,0.1618976432935363,0.3644825925215335
classical.00053,classical,0,1.0,1.7609757134638289,-1.3363134529458849,-0.5416174519024615
classical.00054,classical,0,1.0,2.676636508396988,-0.7785036182150452,0.22717081202228828
classical.00055,classical,0,1.0,2.319718494732407,-2.3374344133011795,0.8778695795835473
classical.00056,classical,0,1.0,1.9945044718856888,-0.9962797796023196,-0.9439619306373426
classical.00057,classical,0,1.0,1.8404988413359336,-0.8893410135895286,1.1482527759783725
classical.00058,classical,0,1.0,1.9983830346102744,-1.9822266315012869,-0.13198355111262258
classical.00059,classical,0,1.0,1.626930325319767,-1.3193766598060117,-0.24262166989161849
classical.00060,classical,0,1.0,1.9207504802791793,-0.8036206358271075,-0.7281903798414338
classical.00061,classical,0,1.0,1.3949117761043728,-1.599438956608001,0.5092303901972983
classical.00062,classical,0,1.0,2.162661001999539,-1.327547257553889,1.3181024482504502
classical.00063,classical,0,1.0,2.9932007532040763,-3.193520141961698,-0.0515605485068036
classical.00064,classical,0,1.0,2.3688907902684946,-2.5913679738120505,0.7770407968895925
classical.00065,classical,0,1.0,2.627998223442964,-2.945067094439928,0.7815900936507659
classical.00066,classical,0,1.0,2.5170924164144646,-2.987544431893871,0.6531532982528737
classical.00067,classical,0,1.0,2.5967067556852497,-2.2572495030536426,1.829641934480575
classical.00068,classical,0,1.0,1.8363616050014704,-1.5804039989279035,-0.4575339612000253
classical.00069,classical,0,1.0,1.7903029943380593,-1.9261974993467461,-0.26980778207036127
classical.00070,classical,0,1.0,1.5880320357902906,-1.9469065748585155,0.44011422625850277
classical.00071,classical,0,1.0,1.6212049630698095,-1.8868079708835968,0.18155450555985755
classical.00072,classical,0,1.0,1.6745698545533638,-1.8533129635701435,0.4733519700130376
classical.00073,classical,0,1.0,1.7637442113304722,-1.9683353007663742,0.5429624364843911
classical.00074,classical,0,1.0,1.6424035312391716,-1.8301431861612263,-0.027679051367513162
classical.00075,classical,0,1.0,1.9186141265392467,-2.1788552743773257,0.5428455216551884
classical.00076,classical,0,1.0,1.7156587661517764,-1.8485453699345973,-0.2468967788531582
classical.00077,classical,0,1.0,2.5808470072742105,-2.844188285106602,1.1278212353638797
classical.00078,classical,0,1.0,2.6759334121807044,-2.9534995702658904,0.08259461352841332
classical.00079,classical,0,1.0,2.4951236225128115,-2.743920163956914,0.7514593097346393
classical.00080,classical,0,1.0,2.29490085504503,-2.6660894511840123,0.48392009082858434
classical.00081,classical,0,1.0,1.5896198636352676,-1.9648265919720957,-0.16791147071863677
classical.00082,classical,0,1.0,1.8450998099728195,-1.4018056122519034,-0.050984913808269784
classical.00083,classical,0,1.0,2.303624985888116,-2.763400172351487,-0.12360626976188216
classical.00084,classical,0,1.0,2.1043294983252414,-2.5409185931074285,0.04529470500464573
classical.00085,classical,0,1.0,1.7891909732743805,-1.1154697087340104,-0.17015065828234613
classical.00086,classical,0,1.0,1.6602756488943355,-1.37744756337778,-0.054787130602282345
classical.00087,classical,0,1.0,2.201197779001282,-2.6673054223607737,-0.09817279634177757
classical.00088,classical,0,1.0,1.791056284652674,-1.910975519489025,-0.3765748825483694
classical.00089,classical,0,1.0,3.8155886863748485,-0.10071747185350313,0.05386097251319544
classical.00090,classical,0,1.0,2.592064868608305,-0.3683999387959951,-0.19224696726993412
classical.00091,classical,0,1.0,2.650279437290927,-0.256357914456331,-0.04008984721828985
classical.00092,classical,0,1.0,2.762692042813359,-0.591779710935335,1.0882074076618828
classical.00093,classical,0,1.0,2.0187970042945342,-1.3497530087848677,-0.11030292512843534
classical.00094,classical,0,1.0,1.4705092369655612,-1.6207470540878326,0.4463468733299516
classical.00095,classical,0,1.0,2.528354318361589,-0.6149857975678694,1.3798880758259775
classical.00096,classical,0,1.0,1.7582351297242886,-0.463466438392522,-0.2223375654749764
classical.00097,classical,0,1.0,1.7229701245366258,-1.6040208396230575,-0.029016536288469917
classical.00098,classical,0,1.0,1.8886203252975426,-0.5480009623492201,-0.2233479100344739
classical.00099,classical,0,1.0,2.193642143915739,-1.5496050303644269,-1.2134573179488743
country.00000,country,2,1.0,1.5231987436101917,0.44831522932773643,-0.7356571349897855
country.00001,country,2,1.0,1.7803065275246828,0.2756603840539911,-1.6507174342559998
country.00002,country,2,1.0,1.9117329097846574,0.18148115865092496,0.10714882797094798
country.00003,country,2,1.0,1.73203975619698,0.2302451905278285,-0.016582817451445672
country.00004,country,2,1.0,1.6073051040842083,0.45951487044160116,-1.3539052687196138
country.00005,country,2,1.0,1.4723217628651504,0.7450983272633813,-0.9918449299377967
country.00006,country,2,1.0,1.5344659374550162,0.786414172788406,-0.6580569407892612
country.00007,country,2,1.0,1.5253654212621957,0.5520759220503555,-0.8405507221599242
country.00008,country,2,1.0,1.4909979923742323,0.0975487667945419,-0.8720808371001855
country.00009,country,2,1.0,1.800921388458335,0.9235767475614175,-1.6541086716099231
country.00010,country,0,1.0,1.5741741236972802,-0.39057285822249194,0.8190386293588169
country.00011,country,1,1.0,1.6152928610235664,1.4542763805073253,1.7209238995250846
country.00012,country,0,1.0,1.5546665363327399,-0.7763689069165527,0.10823553326662828
country.00013,country,2,1.0,1.6980290412551962,0.6758826366099142,-0.22873274234550497
country.00014,country,1,1.0,1.499159268174553,1.4225763900544923,0.3904213269473015
country.00015,country,2,1.0,1.6445856083145551,-0.18158141702388664,-0.5649439981520321
country.00016,country,0,1.0,1.5900143165298655,-1.428116719839036,-0.05117920949752803
country.00017,country,0,1.0,1.7458050661237947,-1.106999114002984,-0.3035077113641974
country.00018,country,2,1.0,1.6716019100718331,-0.2237804733353662,-0.296668906547719
country.00019,country,0,1.0,1.5292145501297387,-1.7886487573979066,0.6527141515253068
country.00020,country,1,1.0,1.7353992360581072,0.7470244936989717,1.0753199332127146
country.00021,country,0,1.0,1.62621934168143,-2.017555587032192,0.04525226484338448
country.00022,country,0,1.0,1.4541293516376088,-1.1818635324843219,0.1604284580059182
country.00023,country,0,1.0,1.742908110995566,-1.166204448227787,1.484064030177049
country.00024,country,0,1.0,1.6991611091073446,-0.5327729732053879,0.9931003791035774
country.00025,country,0,1.0,1.3522792248923414,-0.8786460405512241,0.4366752713584327
country.00026,country,0,1.0,1.3700462401258833,-1.3949433860557798,0.46150932657202737
country.00027,country,2,1.0,1.7678301789756377,-0.512480685359161,-0.7050854767460661
country.00028,country,0,1.0,1.5996007844235414,-1.4317586942697533,-0.38725940057372077
country.00029,country,0,1.0,1.5856255201103167,-1.6885660841933627,-0.2006271560832031
country.00030,country,0,1.0,1.814824073368908,-1.924586902311343,0.8173346976475528
country.00031,country,2,1.0,1.7825359339455757,0.03593943377642805,-0.04755970471323353
country.00032,country,0,1.0,1.560789322347634,-0.5282601242909241,0.6648661640466201
country.00033,country,1,1.0,1.800220634637059,0.4707855178077404,0.19077606588912008
country.00034,country,1,1.0,1.5612183313845531,0.7510114402672452,0.4580331575437808
country.00035,country,2,1.0,1.8719594754669955,0.3228473729801275,0.015248611391034197
country.00036,country,0,1.0,1.8505777233695697,-0.29878894905524694,1.2478557707054456
country.00037,country,0,1.0,1.9371114205446953,0.06355950641391156,0.32468155754998984
country.00038,country,2,1.0,1.7214328510779273,0.6124790492864972,-0.19941369431680062
country.00039,country,1,1.0,2.475498718533241,2.226938250104548,-0.7640403287194709
country.00040,country,2,1.0,1.5643491479949199,0.037955396125718785,-0.4934527535967183
country.00041,country,1,1.0,1.8599779869778923,0.6317850662056576,0.27152347715087705
country.00042,country,2,1.0,1.6617213524707475,-0.09902248770094584,-0.6562636098133671
country.00043,country,2,1.0,1.5123097796458613,0.5412647674210315,-0.5142842909429359
country.00044,country,0,1.0,1.775559699428893,-0.5822310190843697,0.8607951308825271
country.00045,country,1,1.0,1.7206249994205696,0.9600845850441236,-0.027863501149569564
country.00046,country,2,1.0,1.888366364386298,0.03365812147690121,-0.2687347760827223
country.00047,country,0,1.0,1.6000134023550177,-0.6976422912482463,-0.32796484296307055
country.00048,country,0,1.0,1.4481664084608377,-0.7205762409942057,0.5182581039562704
country.00049,country,0,1.0,1.645108039490745,-0.966311241797775,-0.3542168004788807
country.00050,country,0,1.0,1.7642131707736093,-0.4097500680019856,-0.1558730451600714
country.00051,country,0,1.0,1.4846253813941883,-0.9064474236068415,0.33465488538744037
country.00052,country,0,1.0,1.5891321260206672,-1.772641810432596,0.4588835780814649
country.00053,country,2,1.0,1.320965679042131,-0.13633434714421439,-1.2306967564480034
country.00054,country,0,1.0,1.64023906480522,-1.077029288656722,-0.3620426439810363
country.00055,country,2,1.0,1.7609331777492965,-0.8602398989305756,-1.257583340245202
country.00056,country,0,1.0,1.5140218394428202,-1.2032689482890353,0.16241860749439366
country.00057,country,0,1.0,1.5683915348263313,-0.7473604843799895,-0.058422024222778514
country.00058,country,0,1.0,1.5775395138669466,-0.8037115914994025,-0.4041563916115898
country.00059,country,0,1.0,1.8774734635934034,-1.069629465636047,1.12908022218022
country.00060,country,0,1.0,1.6789207772364534,-1.1558004538302218,0.5983895727127627
country.00061,country,0,1.0,1.5354458876151187,-1.267821289674058,0.15492130158766748
country.00062,country,2,1.0,1.328313458724019,-0.17394640490452087,-0.9073246599234602
country.00063,country,0,1.0,1.739182821155524,-0.9207884236413526,1.1445675004289486
country.00064,country,0,1.0,1.3934785626347128,-1.3965929790406508,0.22798449380206673
country.00065,country,0,1.0,1.7739197284977626,-2.2364244960362214,0.925278642636616
country.00066,country,2,1.0,1.8168528113436206,-0.9020196217666663,-0.9385127975457974
country.00067,country,0,1.0,1.992016781546183,-2.135537064362852,1.376855807447012
country.00068,country,0,1.0,1.4466187688550054,-1.739639007685764,0.0966947693405461
country.00069,country,0,1.0,1.265581896937167,-1.5142579353621552,0.3192911942266167
country.00070,country,0,1.0,1.6023591019762633,-0.5299926042906288,-0.42669789690784826
country.00071,country,0,1.0,1.8107028642150524,-1.5126059010613162,0.9312672233007762
country.00072,country,0,1.0,1.8279196107177815,-0.9702018988731805,-0.7458167169747524
country.00073,country,0,1.0,1.3999182986708323,-1.114744415145325,-0.13425693872793507
country.00074,country,0,1.0,1.9112992858693716,-0.9478770098055777,1.23569672909568
country.00075,country,2,1.0,1.3350379731518256,-0.2764988096587493,-1.207436181876568
country.00076,country,0,1.0,1.9094590825079538,-1.0543320906917737,0.9586511905362012
country.00077,country,0,1.0,1.940577247780602,-1.1859608541720519,-0.9805394746722707
country.00078,country,0,1.0,1.5592272864102608,-1.5839043898470146,1.2569765748837116
country.00079,country,0,1.0,1.918106957565304,-1.878686612458749,0.9806500144533686
country.00080,country,2,1.0,1.8070665636431726,-0.04527065076008629,-0.11318744621126756
country.00081,country,2,1.0,1.4783035424802276,-0.028882604250912044,-0.38015497182124264
country.00082,country,2,1.0,1.3935840789895537,0.062401651823442546,-0.7360701772951799
country.00083,country,0,1.0,1.3328395858648738,-1.2351550460221978,0.1268469571830504
country.00084,country,2,1.0,1.6611220818468475,-0.4618922845346776,-0.3531120167247262
country.00085,country,0,1.0,1.3707592637214914,-0.9654255046145256,0.13209539281127225
country.00086,country,0,1.0,1.524563286578539,-0.7476063949494095,-0.121048743286756
country.00087,country,0,1.0,1.405546741458287,-0.9658605845580932,0.48942912311885267
country.00088,country,0,1.0,1.3577828665108564,-1.1444865869877503,-0.14751488132924034
country.00089,country,0,1.0,1.4852219667335558,-1.1698487418958485,0.9335284116048177
country.00090,country,2,1.0,1.4776170049810171,-0.3465921900269909,-0.5989528138801803
country.00091,country,0,1.0,1.4742178770793888,-1.008422019277778,0.752499442192791
country.00092,country,2,1.0,1.350944642393254,-0.008238134964595651,-1.5692586252744178
country.00093,country,0,1.0,1.4870331060179056,-1.032655417197244,0.7376939527087228
country.00094,country,0,1.0,1.4488282351073836,-1.0523742927041626,-0.11540539222085015
country.00095,country,0,1.0,1.5466858124920038,-0.6153955093437158,0.520206893695398
country.00096,country,2,1.0,1.6186102641267108,-0.37090022223148505,-0.44133832330130157
country.00097,country,0,1.0,1.5775485978467663,-0.5619213763002165,0.6021793767678175
country.00098,country,0,1.0,1.282973695117186,-1.2798104457417825,0.10653611220648568
country.00099,country,2,1.0,1.2911052767253557,0.1018005882194061,-0.6950217708524143
disco.00000,disco,1,1.0,1.5314064518910944,0.9061390736546476,0.8083589575225806
disco.00001,disco,2,1.0,2.052174810117289,1.9327098490844763,-0.8683771614689669
disco.00002,disco,1,1.0,2.0418088403692622,1.6827564853140125,-0.5213817472416408
disco.00003,disco,1,1.0,1.74704965529746,1.643438288719712,-0.26790250253364783
disco.00004,disco,1,1.0,1.8249249048093579,1.8181159894856997,-0.33987372880651534
disco.00005,disco,2,1.0,1.5318750919280253,1.139565367996987,-0.6735364053368833
disco.00006,disco,2,1.0,1.5360800751442174,0.7661075908587953,-1.4847160720731087
disco.00007,disco,2,1.0,1.6793180671098953,1.2152082399296098,-0.4387596140677334
disco.00008,disco,2,1.0,1.5291588000948342,1.0783076916023175,-0.7230314755573172
disco.00009,disco,2,1.0,1.9785130638631867,1.6531174541401557,-0.5568066914433776
disco.00010,disco,2,1.0,1.4853538446535255,1.1768319142474037,-0.9361019036516376
disco.00011,disco,1,1.0,1.7810769018289412,1.5507609067841022,-0.36360142415950075
disco.00012,disco,2,1.0,1.5660722610367577,1.0303774504066772,-0.2787901080156854
disco.00013,disco,1,1.0,1.842275984618351,1.7808934731141437,-0.4529910368258975
disco.00014,disco,2,1.0,1.5618477115506424,1.1949607315515463,-1.312313743329277
disco.00015,disco,2,1.0,2.0051515406333587,0.21320673893475747,0.06356708545753677
disco.00016,disco,2,1.0,1.4613466817980052,0.6252761843709383,-0.5411640563244284
disco.00017,disco,1,1.0,1.5602976516664924,1.00311672658556,0.276118731467405
disco.00018,disco,1,1.0,1.7928887274223673,1.048098143883923,0.007478105441294408
disco.00019,disco,1,1.0,2.1773424548240734,0.4556883957221625,0.6467450569840031
disco.00020,disco,2,1.0,1.678156210519293,0.1921710962889095,-0.12036677216427402
disco.00021,disco,1,1.0,1.8633086361435696,1.033246102579964,-0.09381361657802552
disco.00022,disco,1,1.0,1.9770556868787998,2.4014789662391878,-0.13785437786885604
disco.00023,disco,1,1.0,1.5575628635207932,1.8576411989815038,-0.003632431648456423
disco.00024,disco,2,1.0,1.5590775417469722,0.35806069449840766,-0.5676380978926132
disco.00025,disco,1,1.0,1.840337307250439,0.34489044115629414,0.3210820199047949
disco.00026,disco,1,1.0,1.368903931995617,1.5177286738908837,0.10146036273277832
disco.00027,disco,1,1.0,1.6061929198365859,1.3683844227262836,1.5217755508945996
disco.00028,disco,1,1.0,2.501855834557382,3.1789616733540336,-0.16250624275687492
disco.00029,disco,2,1.0,1.6610432041009573,1.012879195446837,-0.6111124823548474
disco.00030,disco,1,1.0,1.7311660046243693,1.7450628906637868,-0.293930172957082
