filename,integrated_lufs,true_peak_dbfs,duration_seconds,sample_rate,error
Abysmal Dawn - Compulsory Resurrection.mp3,-12.814612856091612,0.7268768548965454,29.98625850340136,22050,
Abraham Laboriel - Exchange.mp3,-16.644289484465627,-1.2381397932767868,30.01238095238095,22050,
Abysmal Dawn - Programmed to Consume.mp3,-12.928818223746914,0.9267036616802216,29.98625850340136,22050,
Ace Frehley - Fractured Quantum.mp3,-23.537423140947052,-6.647498607635498,29.98625850340136,22050,
Aceyalone - Suicide.mp3,-10.240327104931408,1.1114771664142609,29.98625850340136,22050,
Ada Jane - The Queen's Treatment.mp3,-20.504773148024622,-1.5747711062431335,29.98625850340136,22050,
Adam Ant - Goody Two Shoes (Chris Huges Single Version).mp3,-11.418464431119999,0.604231096804142,29.98625850340136,22050,
Acorps de rue - Chanson Réaliste.mp3,-14.405166956406802,-0.00634023395832628,29.98625850340136,22050,
Adam Ant - Friend Or Foe.mp3,-11.82006103191806,0.1132468692958355,29.98625850340136,22050,
Adalberto Santiago - Tu Me Desesperas.mp3,-12.18953558603047,-0.1228213682770729,29.98625850340136,22050,
Adolph Hofner - How I Miss You Tonight.mp3,-20.300210427260335,-3.7353333830833435,29.98625850340136,22050,
Adam Richman - From The Pain.mp3,-36.92254696017165,-16.33112907409668,29.98625850340136,22050,
Adolph Hofner - We Played a Game.mp3,-21.681499465079074,-2.6683369278907776,29.98625850340136,22050,
Adam Ant - Something Girls.mp3,-12.275006243480926,0.7991653680801392,29.98625850340136,22050,
Adam Ant - Mohair Locker Room Pin-Up Boys.mp3,-13.621929310784774,0.39428964257240295,30.01238095238095,22050,
Adrenaline - Playing The Role Of God.mp3,-11.67467384008043,-0.48331476747989655,30.01238095238095,22050,
Adr Lavey - In The Name of the Father.mp3,-13.781865578791283,0.49980130046606064,29.98625850340136,22050,
Adrienne Albert - The Owl and the Pussy-Cat.mp3,-22.488982702484975,-4.4802045822143555,29.98625850340136,22050,
Aeoliah - We Are One Light.mp3,-23.989299198245593,-8.780978918075562,29.98625850340136,22050,
Aerosmith - Cryin'.mp3,-11.99734288557587,-0.46523183584213257,29.98625850340136,22050,
Aeoliah - Temple Bells.mp3,-23.72486013965376,-7.436757683753967,29.98625850340136,22050,
Aerosmith - Angel.mp3,-13.813426530146016,-0.04349151626229286,29.98625850340136,22050,
Aerosmith - Janie's Got A Gun.mp3,-14.000378091339568,-0.4230227693915367,29.98625850340136,22050,
Aeoliah - Inner Chamber.mp3,-31.910702609673343,-15.231430530548096,29.98625850340136,22050,
Aerosmith - Crazy.mp3,-11.782114332753777,0.16143333166837692,29.98625850340136,22050,
Aeoliah - For Your Passion My Love (solo Por Tu Passion Amor Mio).mp3,-17.464099806507587,-3.8917362689971924,29.98625850340136,22050,
Aerosmith - Livin' On The Edge.mp3,-15.418824234241578,-0.164701659232378,29.98625850340136,22050,
Aerosmith - Milk Cow Blues.mp3,-17.781546042916254,-2.6118695735931396,29.98625850340136,22050,
Aerosmith - On The Road Again (Outtake - 1972).mp3,-19.83280320866778,-1.992945671081543,29.98625850340136,22050,
Aerosmith - What It Takes.mp3,-14.59068002124192,-0.003574034199118614,29.98625850340136,22050,
Aerosmith - Reefer Head Woman.mp3,-18.71441464203987,-1.6783826053142548,29.98625850340136,22050,
Aesop Rock - Coma.mp3,-13.191915682769146,0.48021670430898666,29.98625850340136,22050,
Aerosmith - Same Old Song and Dance.mp3,-19.413409073710568,-1.288522183895111,29.98625850340136,22050,
Aerosmith - Lord Of The Thighs.mp3,-14.673618740566011,-0.28461217880249023,29.98625850340136,22050,
Aesop Rock - Train Buffer.mp3,-14.113771344384647,0.1368063222616911,29.98857142857143,22050,
Aesop Rock - N.Y. Electric _ Hunter Interlude.mp3,-16.296036798089194,0.021505304612219334,29.98625850340136,22050,
Aesop Rock - No City (Instrumental).mp3,-13.430532757507242,-0.10262829251587391,29.98625850340136,22050,
"AFI - Darling, I Want To Destroy You.mp3",-11.597432747027858,0.8079091459512711,29.98625850340136,22050,
Aesop Rock - Limelighters _ Flunkadelic Interlude.mp3,-13.560437332837763,0.3226650506258011,29.98625850340136,22050,
Aesop Rock - Flashflood.mp3,-12.28525915450732,0.782194584608078,29.98625850340136,22050,
AFI - Summer Shudder.mp3,-11.855759842462428,0.6123048067092896,29.98625850340136,22050,
AFI - Affliction.mp3,-10.303372509184134,0.3926311060786247,29.98625850340136,22050,
AFI - Too Shy To Scream.mp3,-11.333314459713977,0.5558161064982414,29.98625850340136,22050,
Agency 1.9.9.4 - Dayz Of Our Livez.mp3,-12.160685035749884,1.1150050163269043,29.98625850340136,22050,
Africando - Lindas Africanas.mp3,-13.136826347396115,0.3181503713130951,29.98625850340136,22050,
Agnes - I Need You Now (Extended).mp3,-12.212469603329193,0.41000232100486755,29.98625850340136,22050,
Africando - Mopao.mp3,-15.686080580239052,-0.2671721950173378,29.98625850340136,22050,
Agency 1.9.9.4 - Everyday Struggle (Bonus).mp3,-13.209087991339866,0.26703324168920517,29.98625850340136,22050,
Afrob - Gief Konjunkturpaket VI.mp3,-13.227469460016723,0.7206664979457855,29.98625850340136,22050,
African Rhythm Messengers - baby Wayo.mp3,-16.629543348578895,-0.8735469728708267,29.98625850340136,22050,
Agnes - Non Conformist Acclaimed (Original Mix).mp3,-13.095019928137619,1.2459825724363327,29.98625850340136,22050,
Agnostic Front - Rock Star.mp3,-9.282426031566667,0.758424922823906,29.98625850340136,22050,
Agnostic Front - Separate Ways.mp3,-10.666665286002846,-0.4853905364871025,29.98625850340136,22050,
Agnostic Front - Standing On My Own.mp3,-11.7668483670738,-0.3173564001917839,29.98625850340136,22050,
Ahmad Shamlu - Chon Abr Be Nowuz Rokhe Lâleh Beshost.mp3,-28.253155702180717,-11.60725712776184,29.98625850340136,22050,
Agnostic Front - Undertow.mp3,-18.0181615734186,-0.8054256439208984,29.98625850340136,22050,
Agust D - skit.mp3,-22.8398547669691,-2.7255448698997498,29.98625850340136,22050,
Agnostic Front - Sickness.mp3,-9.250876483058518,0.4140707105398178,29.98625850340136,22050,
Aiden - Black Market Hell (Hidden Track).mp3,-11.961650597338108,0.5954702198505402,29.98625850340136,22050,
Ai Ai Ai - Com Una Flama.mp3,-20.930211253064016,-4.164586067199707,29.98625850340136,22050,
"Aiden - Die Romantic (Live At The Bottom Lounge, Chicago, IL _ January 13, 2009).mp3",-14.291540266647203,-0.35533003509044647,29.98625850340136,22050,
Aisha Duo - Beneath an Evening Sky.mp3,-21.883434751715257,-6.8710774183273315,29.98625850340136,22050,
"Airto Moreira - Hala, Tumba And Timbal.mp3",-18.391218224437612,-0.25371573865413666,29.98625850340136,22050,
Airdraw - A Través del Tiempo Naranja.mp3,-12.577219141064544,-0.29010264202952385,29.98625850340136,22050,
"Aiden - We Sleep Forever (Live At The Bottom Lounge, Chicago, IL _ January 13, 2009).mp3",-14.30356378266592,0.36511220037937164,29.98625850340136,22050,
Aiden - Killing Machine.mp3,-11.525634153540475,0.4650359973311424,29.98625850340136,22050,
Akon - Lonely.mp3,-14.813071050942717,0.0856256578117609,29.98625850340136,22050,
Aitch - SOS.mp3,-11.934089591160001,-0.05313888657838106,29.98625850340136,22050,
"Aisha Duo - Sea, Subsurface.mp3",-18.723425029546195,-5.152234435081482,29.98625850340136,22050,
Akon - Don't Matter (Radio Edit).mp3,-14.35882811843409,0.6371747702360153,29.98625850340136,22050,
Ajay-Atul - Shah Ka Rutba.mp3,-14.497083036509501,-0.6161664798855782,29.98625850340136,22050,
Akon - Gunshot (Fiesta Riddim) (Explicit).mp3,-14.459377149599364,-1.2183377891778946,29.98625850340136,22050,
Akon - Belly Dancer (Bananza) (Remix).mp3,-14.709985056774295,-0.25685179978609085,29.98625850340136,22050,
Akon - Over The Edge (Album Version).mp3,-12.680868401994585,0.402996726334095,29.98625850340136,22050,
Al Denson - The Arms That Won't Let Go (The Pillow Song)_Great Is Thy Faithfulness.mp3,-17.243490181763104,-0.9423383325338364,29.98625850340136,22050,
Al Dexter - I'll Wait For You Dear.mp3,-20.69846547141919,-2.890470325946808,29.98857142857143,22050,
Al Denson - Rain Love.mp3,-15.237153612506788,0.1350040826946497,29.98625850340136,22050,
Al De Lory - Country Girl.mp3,-15.296481985633143,-1.0368936508893967,29.98625850340136,22050,
Al Di Meola - God Bird Change (Album Version).mp3,-19.699717458927925,-0.8011943846940994,29.98625850340136,22050,
Al Di Meola - Calliope (Album Version).mp3,-27.239097937867026,-7.02649712562561,29.98625850340136,22050,
Al Di Meola - Bianca's Midnight Lullaby.mp3,-24.066263780435154,-7.293740510940552,29.98625850340136,22050,
Al Denson - Love Is Taking Hold.mp3,-18.762360365646813,-3.734012246131897,29.98625850340136,22050,
Al Di Meola - Splendido Sundance.mp3,-22.973253624039476,-4.3379732966423035,30.01238095238095,22050,
Al Duvall - Dark Inside.mp3,-19.722485381255186,-0.9045334905385971,29.98625850340136,22050,
Al DiMeola Project - July.mp3,-23.624732699156624,-2.731422185897827,29.98625850340136,22050,
Alain Morisod - Besame Mucho.mp3,-16.367964891397783,-2.292826771736145,29.98625850340136,22050,
Al Toomer - Finish the Job.mp3,-21.9099140740831,-0.8706036955118179,29.98625850340136,22050,
Al Rapone - Chere Duloone.mp3,-22.74929759311649,-4.333193898200989,29.98625850340136,22050,
Alain Souchon - J'veux du cuir.mp3,-19.192216244729604,-1.5602560341358185,29.98625850340136,22050,
Alain Morisod - L'Amour en Heritage.mp3,-25.4096939177103,-10.57661771774292,29.98625850340136,22050,
Alain Souchon - Le bagad de Lann Bihouë (Live).mp3,-15.635262037132128,-1.3495418429374695,29.98625850340136,22050,
Alan Silvestri - Full House.mp3,-20.628850425955783,-4.461061358451843,29.98625850340136,22050,
Alain Turban - L'ardéchoise aux cheveux blancs.mp3,-13.503644534466156,-0.18517671152949333,29.98625850340136,22050,
Alain-François - Playa del sous-sol.mp3,-13.572871184300235,-0.00670135545078665,29.98857142857143,22050,
Alain-François - The Frog Song.mp3,-12.58411485095705,0.19892150536179543,29.98857142857143,22050,
Alain Turban - L'Homme au trapèze volant.mp3,-16.0400925802781,-0.6843765825033188,29.98625850340136,22050,
Alan Silvestri - The Joe's Mobilize.mp3,-18.408065275510044,-1.4219219982624054,29.98625850340136,22050,
Alan Silvestri - We're Out Of Gas.mp3,-16.670455047708572,-0.6648857891559601,29.98625850340136,22050,
Alas - Silencio De Aguas Profundas.mp3,-25.09110940376048,-7.985973954200745,29.98625850340136,22050,
Albert Ayler - Music Is the Healing Force of the Universe.mp3,-16.80029161325323,0.1566937193274498,29.98625850340136,22050,
Albert Collins - Same Old Thing.mp3,-24.966019450449075,-3.5219135880470276,29.98625850340136,22050,
"Alban Berg - Berg_ Wozzeck_ Transitional Passages and Introduction for Chamber Orchestra - Guten Tag, Franz (Act Two).mp3",-37.26168027219606,-19.524900913238525,29.98857142857143,22050,
Albert King - I'm Gonna Move To The Outskirts Of Town (Live).mp3,-27.80859646890236,-7.927126884460449,29.98625850340136,22050,
Alan Silvestri - _Not Meant To Be Found_.mp3,-20.52856916872879,-0.9674553573131561,29.98625850340136,22050,
Alban Berg - Berg_ Wozzeck_ We da_ Bist du's Franz_ Komm herein! (Act One).mp3,-33.93544397533831,-17.39028811454773,29.98857142857143,22050,
Albert Ayler - Ghosts_ Second Variation.mp3,-14.035013849308347,-0.631900355219841,29.98625850340136,22050,
Albert King - Watermelon Man (Live At The Fillmore Auditorium _ 1968 _ Remastered 2024).mp3,-18.140318700420213,-2.3559345304965973,29.98625850340136,22050,
Alberto Cortez - Guitarra dímelo tú.mp3,-15.475237666964567,-1.289050579071045,29.98625850340136,22050,
Albin Myers - I Amsterdam (Album).mp3,-15.829323816339238,-0.19304253160953522,29.98625850340136,22050,
Albert King - Please Come Back To Me - Live.mp3,-23.902576621984284,-4.009197652339935,29.98625850340136,22050,
Albert Préjean - Dede De Montmartre.mp3,-19.533288609184392,-6.186532974243164,29.98625850340136,22050,
Alberto Cortez - Distancia (En Vivo).mp3,-19.08464942948154,-0.13777310028672218,29.98857142857143,22050,
Albert Préjean - Une java.mp3,-20.058604556617485,-3.1186535954475403,29.98625850340136,22050,
Albin Myers - Times Like These (EDX's Indian Summer Remix).mp3,-12.032936510493657,0.6287109851837158,29.98625850340136,22050,
Alceu Valença - Na Primeira Manhã.mp3,-18.28575819427706,-1.0661577433347702,29.98625850340136,22050,
Alejandro Lerner - Nena Neurótica (Remastered Live Version).mp3,-13.817395563988503,-0.04132518079131842,29.98625850340136,22050,
Alejandro Lerner - Campeones De La Vida.mp3,-19.03468038913997,-1.7961481213569641,29.98625850340136,22050,
Ale Möller - Sandpolskan.mp3,-17.623647082726684,-0.8087560534477234,29.98625850340136,22050,
Alejandro Lerner - Canta Una Canción De Amor (Remastered Version).mp3,-25.04265178830531,-8.180888295173645,29.98625850340136,22050,
Alceu Valença - Cintura Fina.mp3,-14.686796292514245,-0.0017298726015724242,29.98625850340136,22050,
Alejandro Lerner - No Hace Falta Que Lo Digas (Remastered Version).mp3,-26.38288396104009,-10.06281852722168,29.98625850340136,22050,
Alceu Valença - Sete Desejos.mp3,-18.950874506062195,-0.9285981208086014,29.98625850340136,22050,
Alejandro Lerner - No Me Acuerdo.mp3,-19.42717743883005,-1.4316624402999878,29.98625850340136,22050,
Alejandro Lerner - Todo a Pulmón (En Vivo).mp3,-23.252608857964148,-6.600736379623413,29.98857142857143,22050,
Aleks Syntek - In My Arms (Live Auditorio Nacional 08).mp3,-12.421444665135843,0.9493086487054825,29.98625850340136,22050,
Alex Gopher - Aurora (Rory's Cassette Jam Remix).mp3,-13.222467852318168,-0.018813054775819182,29.98625850340136,22050,
Alela Diane - Of Love.mp3,-19.834878203294682,-1.268303096294403,29.98857142857143,22050,
Alex Fong - Hao Lai Hao Qu.mp3,-12.402245966722257,0.2779980003833771,29.98625850340136,22050,
"Aleks Syntek - Sexo, Pudor Y Lágrimas (Drum & Bass Mix).mp3",-15.640880540123307,-3.2648324966430664,29.98625850340136,22050,
Alex - Cumpagno 'e cella.mp3,-19.505972200765736,-1.8553081154823303,29.98625850340136,22050,
Alex Gopher - Keep on dancin' (Last man standin').mp3,-12.905655729085591,1.4123012125492096,29.98625850340136,22050,
Alex Gopher - Song For Paul.mp3,-17.75811427106686,-3.5337606072425842,29.98625850340136,22050,
Alexander O'Neal - Unbreak My Heart.mp3,-16.789767099829533,1.2713567912578583,29.98857142857143,22050,
Alex Ubago - Temblando.mp3,-13.45461934999038,-0.26307180523872375,29.98625850340136,22050,
Alex Ubago - 20 horas de nada.mp3,-12.15880881827211,-0.1699056476354599,29.98625850340136,22050,
Alex Ubago - Ciudad desierta.mp3,-11.832566106826665,0.8090732991695404,29.98625850340136,22050,
Alex Theory - Lotus Kiss.mp3,-26.089614506965844,-9.90406334400177,29.98625850340136,22050,
Alexander O'Neal - When A Man Loves A Woman.mp3,-13.96052432758006,0.5283015593886375,29.98857142857143,22050,
Alexander Zonjic - Little Sunflower.mp3,-11.356803411133082,-0.05686409305781126,29.98625850340136,22050,
Alexandre Desplat - Breaking In.mp3,-27.585793852119725,-6.023910641670227,29.98625850340136,22050,
Alexandre Desplat - Palmer enquête.mp3,-21.18833728732796,-2.6896700263023376,29.98625850340136,22050,
Alexandre Desplat - Meeting Daisy (Album Version).mp3,-25.157213622646076,-5.448544025421143,29.98625850340136,22050,
Alexandre Desplat - Le Chagrin De Coco.mp3,-26.37491089680197,-11.181265115737915,29.98625850340136,22050,
Alexandre Desplat - High-Speed French Train.mp3,-23.1665534033262,-4.623091816902161,29.98625850340136,22050,
Alexandre Desplat - Hidden Documents.mp3,-35.01595149796467,-15.635852813720703,29.98625850340136,22050,
Alexandre Desplat - The Epi-Pen.mp3,-16.765165013258535,-2.2967010736465454,29.98625850340136,22050,
Alexis HK - La paix des étoiles.mp3,-18.115911129740084,-5.611358284950256,29.98625850340136,22050,
Alexis HK - Juste une fois.mp3,-16.351345024234273,-0.5258680880069733,29.98625850340136,22050,
Alexisonfire - Mailbox Arson.mp3,-11.18185397285164,0.26559023186564445,29.98625850340136,22050,
Alfredo Gutierrez - Dos Mujeres.mp3,-14.894692406825664,-0.3773704916238785,29.98625850340136,22050,
Alexis HK - Diable attend.mp3,-15.57841519877883,-0.03684959141537547,29.98625850340136,22050,
Alfredo Gutierrez - El Niño De La Calle.mp3,-18.021446553246577,-2.0645220577716827,29.98857142857143,22050,
Alexis HK - Maudits anglois.mp3,-17.61322480439097,-4.530709385871887,29.98625850340136,22050,
Alfredo Gutierrez - El Troyano.mp3,-16.400391555648092,-1.1436762660741806,29.98625850340136,22050,
Alias - Standing In The Darkness.mp3,-19.06896209323875,-4.635387659072876,29.98625850340136,22050,
Ali Ekber Cicek - Dünya Malına Güvenme.mp3,-19.039394400309046,-1.9338452816009521,29.98625850340136,22050,
Alfredo Gutierrez - Linda Mariposa.mp3,-16.07444826485405,-1.358276903629303,29.98857142857143,22050,
Alice Cooper - Be My Lover.mp3,-22.36572241507443,-7.015026211738586,29.98625850340136,22050,
Alfredo Kraus - La Alegria del Batallón (Guajira).mp3,-19.197574588170777,-3.6632347106933594,29.98857142857143,22050,
Alfredo Kraus - Los de Aragón_ los de Aragón (Remastered Version 2017).mp3,-18.92934097325656,-1.7260360717773438,29.98625850340136,22050,
Alias - After All The Love Is Gone.mp3,-18.085400147219218,-3.750274181365967,29.98625850340136,22050,
Alias - What To Do.mp3,-18.104577122881974,-3.438081443309784,29.98625850340136,22050,
Alice Cooper - Goin' To the River (Live).mp3,-15.914163024488767,-3.9923492074012756,29.98625850340136,22050,
Alice In Chains - God Smack (2022 Remaster).mp3,-12.58875239909662,-0.16612373292446136,29.98625850340136,22050,
Alice In Chains - Brother.mp3,-18.81187255559441,-0.7379162311553955,29.98625850340136,22050,
Alice In Chains - Sickman (2022 Remaster).mp3,-13.208915109977324,-0.3270307555794716,29.98625850340136,22050,
Alice In Chains - Angry Chair (2022 Remaster).mp3,-12.935742849456906,-0.24364346638321877,29.98625850340136,22050,
Alice In Chains - Lesson Learned.mp3,-11.02943883124369,0.5411338433623314,29.98625850340136,22050,
Alice Cooper - This House Is Haunted.mp3,-24.234955586537417,-4.624786376953125,29.98625850340136,22050,
Alice In Chains - I Know Somethin (Bout You).mp3,-16.115193186156876,-0.234263613820076,29.98625850340136,22050,
Alice Stuart - Bad Girl.mp3,-15.25401651663085,-2.5228801369667053,29.98857142857143,22050,
Alice In Chains - Would_ (2022 Remaster).mp3,-13.538386582809123,-0.3535104915499687,29.98625850340136,22050,
Alicia Keys - Heartburn.mp3,-14.989830004744425,0.13349208049476147,29.98625850340136,22050,
Alice Stuart - Woman Blue.mp3,-14.369183812786407,-0.4741067439317703,29.98625850340136,22050,
Alice In Chains - Take Her Out.mp3,-11.144766751191353,0.30433230102062225,29.98625850340136,22050,
"Alicia Keys - If I Was Your Woman (Unplugged Live at the Brooklyn Academy of Music, Brooklyn, NY - July 2005).mp3",-19.24048206755289,-0.052132573910057545,29.98625850340136,22050,
Alicia Keys - If I Ain't Got You.mp3,-15.312849777078709,0.11013627983629704,29.98625850340136,22050,
Alice Stuart - Kassie Jones.mp3,-14.253737021051178,-0.13526814058423042,29.98625850340136,22050,
Alicia Keys - Wait Til You See My Smile.mp3,-14.34568567457838,-0.25487469509243965,29.98625850340136,22050,
Alicia Keys - Karma.mp3,-14.330448082999427,0.28439365327358246,29.98625850340136,22050,
"All Leather - Please Jesus, Send Me Someone To Fuck.mp3",-13.901822849004141,-1.0751143842935562,29.98625850340136,22050,
All Leather - As the Hog Pisseth (Nic Sarno Gabber Mix).mp3,-12.270108082886177,-0.1871110126376152,29.98625850340136,22050,
All Time Low - Umbrella.mp3,-11.534176293290926,0.7057669758796692,29.98625850340136,22050,
