Song,Genre,Cluster,Distance,PCA1,PCA2
Adolph Hofner - We Played a Game,western swing,2,3.0741612672555942,-1.386308866170357,-5.576974074666461
Adr Lavey - In The Name of the Father,gangster rap,1,4.152911212880136,4.854858804989138,3.4531369657916993
Adrenaline - Playing The Role Of God,modern rock,0,2.5244049996693176,-2.765302224782864,2.5747788808643373
Adrienne Albert - The Owl and the Pussy-Cat,ballet,3,5.818823585763221,2.1508029403509568,-4.081756326527769
Aeoliah - For Your Passion My Love (solo Por Tu Passion Amor Mio),meditation,2,4.37172271751388,-4.057180676776963,-4.066136644726034
Aeoliah - Inner Chamber,meditation,2,3.047548469088499,-1.4955609082860535,-5.381852619803789
Aeoliah - Temple Bells,meditation,2,5.8141069733935895,-3.457132923308575,-6.014587416770195
Aeoliah - We Are One Light,meditation,2,6.352302601146754,-6.760913051329571,-5.80274773188133
Aerosmith - Angel,blues-rock,0,2.4777899022939036,-1.8972619807638207,2.1968084350088035
Aerosmith - Crazy,blues-rock,0,2.002092819354217,-2.5891635828691273,1.8004503639843787
Aerosmith - Cryin',blues-rock,0,2.3805554517627514,-2.763361337515063,2.0729682151095554
Aerosmith - Janie's Got A Gun,blues-rock,4,2.7593935919191357,-0.03463970983691532,2.3035485815562087
Aerosmith - Livin' On The Edge,blues-rock,0,2.3444211369851367,-3.897290173467911,3.255522055334632
Aerosmith - Lord Of The Thighs,blues-rock,4,2.928509114346448,0.03548905391155027,0.5272562221564673
Aerosmith - Milk Cow Blues,blues-rock,0,2.35264132581136,-3.172675481116838,1.0667178056119089
Aerosmith - On The Road Again (Outtake - 1972),blues-rock,1,3.0528201624235796,3.254286912790621,1.040326556766465
Aerosmith - Reefer Head Woman,blues-rock,3,3.9072671068251394,2.417466090884136,-2.1315676271648436
Aerosmith - Same Old Song And Dance,blues-rock,4,3.5533599380600944,-1.0992446836508147,2.061412158776832
Aerosmith - What It Takes,blues-rock,4,3.29302874858217,-1.570263577503179,3.8344156327353525
Aesop Rock - Coma,underground rap,1,3.259971267736429,5.020078839362375,0.6467454683298097
Aesop Rock - Flashflood,underground rap,1,3.6618008097044106,2.2945888869306073,1.1057490210297445
Aesop Rock - Limelighters _ Flunkadelic Interlude,underground rap,1,3.4669529193798807,2.810263585636467,0.2624737523137831
Aesop Rock - N.Y. Electric _ Hunter Interlude,underground rap,1,3.5539887403657313,2.740417568391899,0.8835472642523741
Aesop Rock - No City (Instrumental),underground rap,3,4.8946263261114735,1.0548723107060012,-2.4677666065208865
Aesop Rock - Train Buffer,underground rap,3,7.523536321074214,3.2662534350967602,-1.4771117283611663
AFI - Affliction,post-hardcore,0,2.2350117903702245,-3.0935004152013397,2.9989684648879305
"AFI - Darling, I Want To Destroy You",post-hardcore,0,2.6293984758364526,-2.597841071624143,2.7065422128067356
AFI - Summer Shudder,post-hardcore,4,2.744885189521049,-1.0475884873866546,1.7674142324117403
AFI - Too Shy To Scream,post-hardcore,0,2.1010359054365986,-3.4448747738205165,2.9071105904292134
African Rhythm Messengers - baby Wayo,highlife,4,4.82102695122846,-0.23109342972909447,1.6278942240540666
Africando - Lindas Africanas,salsa,4,3.1031134292121316,1.6730809608899755,0.6856491832155938
Africando - Mopao,salsa,4,2.3863012898887983,0.7664725466203117,0.3956997117910369
Afrob - Gief Konjunkturpaket VI,pop rap,1,5.455633736992929,6.989285749389872,2.878103389025083
Agency 1.9.9.4 - Dayz Of Our Livez,hip hop,4,3.416014720378568,1.5471391117038227,1.7260585836319071
Agency 1.9.9.4 - Everyday Struggle (Bonus),hip hop,1,3.6039258083501715,4.922319100242764,1.1630133996943197
Agnes - I Need You Now,europop,4,3.237294142468974,-0.1764241389963565,1.6691981274499788
Agnes - Non Conformist Acclaimed (Original Mix),europop,1,6.346526927317975,5.166089411135266,-0.6255470741993332
Agnostic Front - No One Hears You,hardcore punk,4,4.364185443097035,-0.7831724722305664,3.103281697388503
Agnostic Front - Rock Star,hardcore punk,0,2.401990678285244,-4.668553308902287,1.2290908820823414
Agnostic Front - Separate Ways,hardcore punk,0,2.5397674852480048,-4.946815233700426,1.2234368950609413
Agnostic Front - Sickness,hardcore punk,0,3.6321540464771047,-5.404954401796311,0.6359254743918819
Agnostic Front - Standing On My Own,hardcore punk,0,3.9993453246345267,-6.314222943916233,3.1255580154876204
Agnostic Front - Undertow,hardcore punk,0,2.407959878265387,-3.1564303710354493,1.994810885226459
Ahmad Shamlu - Chon Abr Be Nowuz Rokhe Lâleh Beshost,irish folk,2,3.4088377938794685,-1.776505229179785,-2.85285517469926
Ai Ai Ai - Com Una Flama,rumba,4,2.821800055149538,0.5747707639519235,1.0769443777185133
Aiden - Black Market Hell (Hidden Track),post-hardcore,4,5.290868917331261,1.9782587694578435,0.7897626937647242
"Aiden - Die Romantic (Live At The Bottom Lounge, Chicago, IL _ January 13, 2009)",post-hardcore,0,3.8583647834603236,-1.4682609065531804,2.7272577055475526
Aiden - Killing Machine,post-hardcore,0,2.284506194702494,-4.322820901725295,2.335438185737955
"Aiden - We Sleep Forever (Live At The Bottom Lounge, Chicago, IL _ January 13, 2009)",post-hardcore,0,2.8787044034039373,-3.0499237607812284,2.8999274513318953
Airdraw - A Través del Tiempo Naranja,jungle music,3,3.402177577125426,-0.43010293351084355,-1.3823752757291847
"Airto Moreira - Hala, Tumba And Timbal",latin jazz,4,3.6230232636560493,0.06670354541270046,2.3508886191337792
Aisha Duo - Beneath an Evening Sky,jazz fusion,1,8.594911066824086,6.566481917509931,-3.3968014041034906
"Aisha Duo - Sea, Subsurface",jazz fusion,2,6.069759340072719,-0.007409656094128928,-5.617304416091291
Ajay-Atul - Shah Ka Rutba,desi,4,3.8470010009736493,-0.9142273621513087,1.5487351367339262
Akon - Belly Dancer (Bananza) (Remix),hip hop,1,4.304115685533246,4.562757182591547,2.2550748341371456
Akon - Don't Matter,hip hop,1,4.608170110471827,5.657644466443554,2.973107305371968
Akon - Gunshot (Fiesta Riddim) (Explicit),hip hop,1,3.541995984760404,3.221056750813581,3.0656688979859217
Akon - Lonely,hip hop,1,4.516895869647215,4.210431635896043,2.2164733115143873
Akon - Over The Edge (Album Version),hip hop,0,2.9880952489641803,-2.804974096071412,2.6254669961453394
Akon - Right Now (Na Na Na),rap metal,4,3.506112840995156,-1.5279226880641577,2.193505138297905
Al De Lory - Country Girl,salsa,2,2.8369937824217226,-3.7926446631676725,-4.332564106659974
Al Denson - Love Is Taking Hold,ccm,0,2.576020927083914,-3.979951289025956,2.2741191149080437
Al Denson - Rain Love,ccm,0,3.1539370866427463,-2.2965551329915326,3.1225184474962804
Al Denson - The Arms That Won't Let Go (The Pillow Song)_Great Is Thy Faithfulness,ccm,4,3.281618659132558,-1.3282594451303313,0.9822028789470373
"Al Dexter - I'll Wait for You, Dear",honky tonk,2,3.7231586948764286,-1.6867317918953117,-4.719751777185643
Al Di Meola - Bianca's Midnight Lullaby,latin jazz,2,4.341686827932816,-0.4321553399284283,-4.808499876198204
Al Di Meola - Calliope (Album Version),latin jazz,3,2.9460841852710833,0.868389818526105,-1.0075666291130294
Al Di Meola - God Bird Change (Album Version),latin jazz,0,2.5352585319012375,-1.8464273312550001,1.1729136121165604
Al Di Meola - Splendido Sundance,latin jazz,2,2.9941659064005175,-2.81243786051704,-2.5562537742167555
Al DiMeola Project - July,latin jazz,4,3.135717701422243,1.6699301491992162,0.738517146733165
Al Duvall - Dark Inside,blues-rock,2,6.368196225404076,-0.7485941087461686,-2.6778451744977847
Al Rapone - Chere Duloone,zydeco,0,2.7109434763683806,-3.238936766319595,0.7003303046427651
Al Toomer - Finish the Job,stand-up comedy,3,4.100461063808968,2.5399495892707127,-2.2281727396410114
Alain Morisod - Besame Mucho,chill-out,4,4.103112584670349,-1.4450625894613711,0.21088768419730244
Alain Morisod - L'Amour en Heritage,chill-out,2,5.106753143611186,-2.4838211456794403,-2.591565241500151
Alain Souchon - J'veux du cuir,chanson,4,3.002360083883551,1.781939632086118,2.168098341654821
Alain Souchon - Le bagad de Lann Bihouë (Live),chanson,4,2.830532861086645,-0.1019206971642255,1.9153094998241091
Alain Turban - L'ardéchoise aux cheveux blancs,chanson,4,2.9499955327783116,-1.2221318851306762,1.1845706481839329
Alain Turban - L'Homme au trapèze volant,chanson,4,3.6730839735688874,0.747974428230257,0.6742180973024824
Alain-François - Playa del sous-sol,french pop,4,3.3498127824071497,2.2230007211474865,2.7733396790910683
Alain-François - The Frog Song,french pop,4,3.780192530665426,0.1541032381503048,2.0011523331667784
Alan Silvestri - Full House,country rock,2,3.718264337918943,-2.2154772546444614,-4.268618383129476
Alan Silvestri - The Joe's Mobilize,country rock,2,3.7888817538749464,-3.7623397616798027,-3.0967457056376477
Alan Silvestri - We're Out Of Gas,country rock,3,7.434485474157432,2.42474322788777,-3.1989181052196827
Alan Silvestri - _Not Meant To Be Found_,country rock,3,5.446487273331127,1.4849978059326268,-2.080403894257953
Alanis Morissette - Thank You,hard rock,3,3.1540212646916452,-0.1013746329492475,0.06810175766047441
Alas - Silencio De Aguas Profundas,symphonic metal,2,5.8175420017724875,-1.5278651174068802,-5.866878559910451
Albert Ayler - Ghosts_ Second Variation,free jazz,0,5.642813994077734,-2.689089734852241,2.4265852522788958
Albert Ayler - Music Is The Healing Force Of The Universe,free jazz,0,2.9724637306361315,-2.603430544983811,1.584605654964045
Albert Collins - Same Old Thing,texas blues,3,3.0058511960957945,1.197062504556037,-1.3534574964425836
Albert King - I'm Gonna Move To The Outskirts Of Town (Live),electric blues,3,3.975879513404061,-0.01209884317631995,-1.3894976479656935
Albert King - Please Come Back To Me - Live,electric blues,3,4.042737686404039,0.022060622149648716,-2.0485861340490947
Albert King - Watermelon Man (Live),electric blues,0,3.221531883227476,-3.0469821424397807,1.669516135773959
Albert Préjean - Dede De Montmartre,chanson,2,5.096634761746239,-1.9427632863512858,-4.829599095321393
Albert Préjean - Une java,chanson,4,4.252654435660898,-1.7912327934891386,-0.506399731844097
Alberto Cortez - Distancia (En Vivo),chanson,3,4.313541018320793,0.9512943012600763,-3.6320434329892577
Alberto Cortez - Guitarra dímelo tú,chanson,2,2.986644225937025,-1.8511930551271314,-3.8048217987484962
"ALBERTO PEDRAZA - Medley Ritmo y Sabor_ Tu Recuerdo, Siguiendo Tus Pasos, Rumbo al Paraíso, Linda Mujer (En Vivo Desde el Teatro Metropólitan)",latin jazz,0,3.376590605977564,-2.2238669160964464,2.4220630255828963
Albin Myers - Jacked,progressive house,1,5.22479036994319,3.8784996317565055,-0.6673846302951694
Albin Myers - Times Like These (EDX's Indian Summer Remix),progressive house,1,6.870639288444047,3.7904411165637186,4.747271277429733
Alceu Valença - Cintura Fina,brazilian pop music,1,3.2198103639140485,2.6866274632482754,2.0250956234313913
Alceu Valença - Na Primeira Manhã,brazilian pop music,3,2.8981072932009044,2.423964892792144,-1.5684832746989832
Alceu Valença - Sete Desejos,brazilian pop music,4,3.364373308191993,0.09341676909993388,2.1161207197220726
Ale Möller - Sandpolskan,neofolk,3,4.695965613310451,-1.3690659469925914,-0.15430233314616282
Alejandro Lerner - Campeones De La Vida,pop rock,4,2.902312862328172,-1.0052413523935624,-0.2405628444689357
Alejandro Lerner - Canta Una Canción De Amor (Remastered Version),pop rock,0,3.6109780240704605,-2.3149118161752646,1.866641128222239
Alejandro Lerner - Nena Neurótica (En Vivo),pop rock,4,4.864865643905242,0.06952859129699904,2.123617834322737
Alejandro Lerner - No Hace Falta Que Lo Digas (Remastered Version),pop rock,4,3.820336258067261,0.09912605341966799,2.0306532964640853
Alejandro Lerner - No Me Acuerdo,pop rock,4,1.839164621987773,0.8954921741901184,2.0116888142418863
Alejandro Lerner - Todo a Pulmón (En Vivo),pop rock,2,5.257224164001555,0.01620276843523297,-4.64096830675488
Aleks Syntek - In My Arms (Live Auditorio Nacional 08),merengue,0,4.092444121819906,-2.639485361105181,4.354187121094386
"Aleks Syntek - Sexo, Pudor Y Lágrimas (Drum & Bass Mix)",merengue,4,2.9973653409451626,-1.2919560555765193,1.264425344121961
Alex - Cumpagno 'e cella,new beat,4,2.7633203237478643,-0.4272810828859416,1.015819508200497
Alex Fong - Hao Lai Hao Qu,cantonese pop,3,5.8116637949392524,2.9709177840031824,-1.131263661557167
Alex Gopher - Aurora (Rory's Cassette Jam Remix),deep house,4,3.317213359325799,-0.5821356925403018,2.1720699197077478
Alex Gopher - Keep on dancin' (Last man standin'),deep house,1,5.61990141029458,4.232872523036799,0.5704456575344332
Alex Gopher - Song For Paul,deep house,1,5.116128448624897,4.465587020721951,-2.0140077674335157
Alex Theory - Lotus Kiss,dub,3,4.395517134465996,-1.938967302295268,-1.0631814524501642
Alex Ubago - 20 horas de nada,latin pop,4,3.300290008291876,-0.33610555604179654,1.6739838310882869
Alex Ubago - Ciudad desierta,latin pop,0,3.618039653490692,-3.97486728874617,3.213703744816629
Alex Ubago - Temblando,latin pop,3,3.6827279538715594,0.9036616689154042,-2.1463510902025678
Alexander O'Neal - Unbreak My Heart,dance pop,3,3.1043467795081634,1.8193346611749532,-0.6546364845990461
Alexander O'Neal - When A Man Loves A Woman,dance pop,3,3.784354137093788,1.0986492279838649,0.033664977069916995
Alexander Zonjic - Little Sunflower,jazz funk,4,3.5520438108153902,-0.8107188664524065,-0.009003003475357816
Alexandre Desplat - Breaking In,soundtrack,2,5.201978738790988,-3.9960842291629413,-5.071206295498467
Alexandre Desplat - Hidden Documents,soundtrack,2,5.690395225970616,-0.00821305013954929,-6.460455049051933
Alexandre Desplat - High-Speed French Train,soundtrack,3,4.247153477168264,0.23422023746309403,-3.6644137682999824
Alexandre Desplat - Le Chagrin De Coco,soundtrack,2,9.186757115617317,1.754435213957273,-3.5633336041208175
Alexandre Desplat - Meeting Daisy (Album Version),soundtrack,2,4.610721244949185,-1.9769694976787449,-5.9626239612960035
Alexandre Desplat - Palmer enquête,soundtrack,3,5.505346244595639,2.760053403291863,-2.5581774114485674
Alexandre Desplat - The Epi-Pen,soundtrack,0,4.080089523055165,-4.243624766371651,-1.6247896579648349
Alexis HK - Diable attend,chanson,4,3.3766127295025914,0.30460337688225747,0.49657239338468373
Alexis HK - Juste une fois,chanson,1,5.013370058824829,4.539152789785791,-2.8227620897762975
Alexis HK - La paix des étoiles,chanson,3,2.888809642621599,0.03777113411217794,-0.6717385979093081
Alexis HK - Maudits anglois,chanson,4,2.2561252979429396,-0.21207251048824055,0.7161507806936058
Alexisonfire - Mailbox Arson,post-hardcore,0,2.0100216187664053,-4.68049305366944,2.5160352904319225
Alfredo Gutierrez - Dos Mujeres,louisiana blues,1,3.6737819171241775,2.740320270458975,1.5893383464918216
Alfredo Gutierrez - El Niño De La Calle,louisiana blues,3,4.724424728386615,3.2120396066626977,-1.1063417261599637
Alfredo Gutierrez - El Troyano,louisiana blues,1,3.705474885089995,3.8463235301631116,1.2661732138373418
Alfredo Gutierrez - Linda Mariposa,louisiana blues,3,4.262512126166135,3.0494928501608354,-0.6554895811034799
Alfredo Kraus - La Alegria del Batallón (Guajira),opera,2,6.761370879714043,1.4323530749927478,-4.964376749373973
Alfredo Kraus - Los de Aragón_ los de Aragón (Remastered Version 2017),opera,1,5.515099863959273,3.859107271741208,-0.018271779140008694
Alfredo Olivas - Hoy Más Que Nunca,salsa,4,1.8044503380662844,-0.10641504258556195,1.0158019020595117
Ali Ekber Cicek - Dünya Malına Güvenme,crunk,3,4.981546521109486,1.3567947238666567,-2.116525914283908
Alias - After All The Love Is Gone,bass music,0,2.2514527247780634,-4.191193831868187,2.5533993977263636
Alias - Standing In The Darkness,bass music,0,1.9029262891439431,-2.8434497428424774,1.8608026031252207
Alias - What To Do,bass music,0,2.8476501406587382,-2.9684686483873337,1.5066910301255347
Alice Cooper - Be My Lover,shock rock,3,4.838767975284401,-0.7140508739226067,-1.440786873772861
Alice Cooper - Goin' To The River,shock rock,2,4.17060822721534,-4.551100309237705,-2.7258606988325838
Alice Cooper - This House Is Haunted,shock rock,2,4.130294256506293,-1.139276570868184,-3.2900526895849804
Alice In Chains - Angry Chair (2022 Remaster),grunge,0,3.1617021530537737,-1.755570537707727,1.2315251978391355
"Alice In Chains - Brother (Live at the Majestic Theatre, Brooklyn, NY - April 1996)",grunge,3,3.079488648955006,-0.7265602707557922,-0.444001299199325
Alice In Chains - God Smack (2022 Remaster),grunge,0,1.7607469387437633,-3.533912558573827,1.795042872909963
Alice In Chains - I Know Somethin (Bout You),grunge,0,2.2563064723852695,-1.8811493254136191,2.0233268626870564
Alice In Chains - Lesson Learned,grunge,0,2.880182202205425,-4.898080783073746,2.0150762447112016
Alice In Chains - Sickman (2022 Remaster),grunge,0,3.182749416657586,-2.0284813863426385,1.270827920409722
Alice In Chains - Take Her Out,grunge,0,4.9834380254604564,-1.680538738172126,0.5090395380871447
Alice In Chains - Would_ (2022 Remaster),grunge,0,3.299529177024324,-2.245647476192554,0.6420271468916744
Alice Stuart - Bad Girl,electric blues,3,4.385077753237743,1.2865144600924854,-4.036743698909625
Alice Stuart - Kassie Jones,electric blues,2,3.8366543105438775,-1.2172518861046466,-3.0577748066162247
Alice Stuart - Woman Blue,electric blues,3,5.2596255532464635,1.2020272760591866,-4.519500815803771
Alicia Keys - Heartburn,neo soul,1,2.986631476131243,5.238130660426554,0.3997512940381264
Alicia Keys - If I Ain't Got You,neo soul,3,3.9144902654628226,0.9013221441481376,-0.797452096066795
"Alicia Keys - If I Was Your Woman (Unplugged Live at the Brooklyn Academy of Music, Brooklyn, NY - July 2005)",neo soul,3,4.155012170151044,0.46898115862798,-0.9016540702543507
Alicia Keys - Karma,neo soul,3,2.86270214053052,0.8058842222093804,-0.5694063823512088
