msd_track_id,msd_artist,msd_title,deezer_artist,deezer_title,filename,audio_basename,audio_extension,has_audio,genre,primary_genre,genre_count,key,mode,loudness,tempo,key_confidence,mode_confidence,metadata_origin,genre_source,audio_match_source,source_row_number,original_genre,original_primary_genre,original_genre_count,mapped_primary_genres,mapped_secondary_tags,mapped_all_tags,mapped_primary_genre_count,mapped_secondary_tag_count,include_in_mrs,mrs_exclusion_reason,unmapped_source_genres,merged_genre_map_file
TRAASZE128F93499AE,Agnes,I Need You Now,Agnes,I Need You Now,Agnes - I Need You Now.wav,Agnes - I Need You Now,.wav,True,"dance_pop, tech_house, rock, synthpop_electropop, heavy_metal",dance_pop,5,7,1,-4.376,124.009,0.727,0.552,msd_catalog+legacy_download,msd_catalog,legacy_download,241,"europop, tech house, christian rock, electropop, heavy metal",europop,5,"dance_pop, tech_house, rock, synthpop_electropop, heavy_metal",,"dance_pop, tech_house, rock, synthpop_electropop, heavy_metal",5,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRAAABD128F429CF47,The Box Tops,Soul Deep,Alex Chilton formerly of The Box Tops,Soul Deep,Alex Chilton formerly of The Box Tops - Soul Deep.wav,Alex Chilton formerly of The Box Tops - Soul Deep,.wav,True,"classic_soul_motown, pop_rock, blues_rock, surf_rock, soft_rock",classic_soul_motown,5,6,0,-9.843,121.274,0.169,0.43,msd_catalog+legacy_download,msd_catalog,legacy_download,1,"blue-eyed soul, pop rock, blues-rock, beach music, soft rock",blue-eyed soul,5,"classic_soul_motown, pop_rock, blues_rock, surf_rock, soft_rock",,"classic_soul_motown, pop_rock, blues_rock, surf_rock, soft_rock",5,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRAATQC128F425AF61,Alexandre Desplat,Palmer enquête,Alexandre Desplat,Palmer enquête,Alexandre Desplat - Palmer enquête.wav,Alexandre Desplat - Palmer enquête,.wav,True,"soundtrack_stage_screen, ballad, downtempo_lounge, easy_listening",soundtrack_stage_screen,4,7,0,-16.942,128.173,0.417,0.524,msd_catalog+legacy_download,msd_catalog,legacy_download,253,"soundtrack, ballad, film score, chill-out, easy listening",soundtrack,5,"soundtrack_stage_screen, ballad, downtempo_lounge, easy_listening",,"soundtrack_stage_screen, ballad, downtempo_lounge, easy_listening",4,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRAABYW128F4244559,Alice Stuart,Kassie Jones,Alice Stuart,Kassie Jones,Alice Stuart - Kassie Jones.wav,Alice Stuart - Kassie Jones,.wav,True,"electric_city_blues, blues, acoustic_roots_blues, blues_rock, rock",electric_city_blues,5,11,1,-8.514,110.382,0.809,0.521,msd_catalog+legacy_download,msd_catalog,legacy_download,21,"electric blues, blues, country blues, blues-rock, folk rock",electric blues,5,"electric_city_blues, blues, acoustic_roots_blues, blues_rock, rock",,"electric_city_blues, blues, acoustic_roots_blues, blues_rock, rock",5,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRABFKN12903CAF61B,All Time Low,Shameless,All Time Low,Shameless,All Time Low - Shameless.wav,All Time Low - Shameless,.wav,True,"pop_punk_melodic_punk, punk, pop, emo_screamo",pop_punk_melodic_punk,4,2,1,-2.838,91.483,0.403,0.548,msd_catalog+legacy_download,msd_catalog,legacy_download,371,"pop punk, punk, pop, punk pop, emo pop",pop punk,5,"pop_punk_melodic_punk, punk, pop, emo_screamo",,"pop_punk_melodic_punk, punk, pop, emo_screamo",4,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRABJIX128C7196953,Amy Winehouse,Stronger Than Me,Amy Winehouse,Stronger Than Me,Amy Winehouse - Stronger Than Me.wav,Amy Winehouse - Stronger Than Me,.wav,True,"vocal_jazz, blues, pop_rock, funk, pop",vocal_jazz,5,10,1,-7.758,91.198,0.312,0.371,msd_catalog+legacy_download,msd_catalog,legacy_download,420,"vocal jazz, blues, pop rock, funk, pop",vocal jazz,5,"vocal_jazz, blues, pop_rock, funk, pop",,"vocal_jazz, blues, pop_rock, funk, pop",5,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRAAQEV12903CB5459,Ana Bekuta,Kako mi je pitas sad,Ana Bekuta,Kako mi je pitas sad,Ana Bekuta - Kako mi je pitas sad.wav,Ana Bekuta - Kako mi je pitas sad,.wav,True,"pop, turbo_folk, disco, folk, non_genre_region_scene",pop,5,0,1,-13.703,160.261,0.757,0.637,msd_catalog+legacy_download,msd_catalog,legacy_download,211,"pop folk, turbo folk, disco, serbia, folk",pop folk,5,"pop, turbo_folk, disco, folk",non_genre_region_scene,"pop, turbo_folk, disco, folk, non_genre_region_scene",4,1,True,,,acoustically_coherent_merged_genres_corrected.csv
TRAABDL12903CAABBA,Andy Andy,La Culpa,Andy Andy,La Culpa.,Andy Andy - La Culpa..wav,Andy Andy - La Culpa.,.wav,True,"bachata_merengue_bolero, reggaeton, pop, non_genre_region_scene",bachata_merengue_bolero,4,9,1,-6.632,130.04,0.205,0.305,msd_catalog+legacy_download,msd_catalog,legacy_download,12,"bachata, merengue, reggaeton, latin pop, spanish",bachata,5,"bachata_merengue_bolero, reggaeton, pop",non_genre_region_scene,"bachata_merengue_bolero, reggaeton, pop, non_genre_region_scene",3,1,True,,,acoustically_coherent_merged_genres_corrected.csv
TRAAZHO128F427C9EC,Angela Dimitriou,Ftei O Erotas,Angela Dimitriou,Ftei O Erotas,Angela Dimitriou - Ftei O Erotas.wav,Angela Dimitriou - Ftei O Erotas,.wav,True,"pop, laika, non_genre_region_scene",pop,3,9,0,-9.28,124.177,0.446,0.494,msd_catalog+legacy_download,msd_catalog,legacy_download,309,"pop folk, modern laika, greek",pop folk,3,"pop, laika",non_genre_region_scene,"pop, laika, non_genre_region_scene",2,1,True,,,acoustically_coherent_merged_genres_corrected.csv
TRABGIA128F4226F8A,Avril - Remix By Ana Rago,The Date (Remix By Ana Rago),Avril - Remix By Ana Rago,The Date (Remix By Ana Rago),Avril - Remix By Ana Rago - The Date (Remix By Ana Rago).wav,Avril - Remix By Ana Rago - The Date (Remix By Ana Rago),.wav,True,"trip_hop_illbient, downtempo_lounge, tech_house, electro, breakbeat_bigbeat",trip_hop_illbient,5,6,1,-18.397,85.282,0.405,0.395,msd_catalog+legacy_download,msd_catalog,legacy_download,382,"trip hop, downtempo, tech house, electro, breakbeat",trip hop,5,"trip_hop_illbient, downtempo_lounge, tech_house, electro, breakbeat_bigbeat",,"trip_hop_illbient, downtempo_lounge, tech_house, electro, breakbeat_bigbeat",5,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRABIKX128F930CE4F,Ayo,Complain,Ayo,Complain,Ayo - Complain.wav,Ayo - Complain,.wav,True,"neo_soul, rnb_adult_contemporary, smooth_jazz, reggae, blues",neo_soul,5,0,1,-11.26,128.689,0.713,0.578,msd_catalog+legacy_download,msd_catalog,legacy_download,406,"neo soul, r&b, smooth jazz, reggae, blues",neo soul,5,"neo_soul, rnb_adult_contemporary, smooth_jazz, reggae, blues",,"neo_soul, rnb_adult_contemporary, smooth_jazz, reggae, blues",5,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRAAMKL128F9347D8A,BT,Robbers Kill Cop,BT,Robbers Kill Cop,BT - Robbers Kill Cop.wav,BT - Robbers Kill Cop,.wav,True,"electronic_dance, rock, ambient, alternative_indie_rock",electronic_dance,4,1,0,-18.147,136.164,0.0,0.0,msd_catalog+legacy_download,msd_catalog,legacy_download,168,"electronica, rock, ambient, alternative, club",electronica,5,"electronic_dance, rock, ambient, alternative_indie_rock",,"electronic_dance, rock, ambient, alternative_indie_rock",4,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRABLHU128F1473B67,Baby Huey & The Baby Sitters,California Dreamin' (LP Version),Baby Huey & The Baby Sitters,California Dreamin',Baby Huey & The Baby Sitters - California Dreamin'.wav,Baby Huey & The Baby Sitters - California Dreamin',.wav,True,"funk, rnb_adult_contemporary, jazz, classic_soul_motown, disco",funk,5,2,0,-10.895,132.973,0.634,0.609,msd_catalog+legacy_download,msd_catalog,legacy_download,438,"funk, r&b, jazz funk, chicago soul, disco",funk,5,"funk, rnb_adult_contemporary, jazz, classic_soul_motown, disco",,"funk, rnb_adult_contemporary, jazz, classic_soul_motown, disco",5,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRABAFJ128F42AF24E,Backstreet Boys,Larger Than Life,Backstreet Boys,Larger Than Life,Backstreet Boys - Larger Than Life.wav,Backstreet Boys - Larger Than Life,.wav,True,"bubblegum_teen_pop, pop, rock, rnb_adult_contemporary, ballad",bubblegum_teen_pop,5,0,1,-5.12,112.787,0.005,0.51,msd_catalog+legacy_download,msd_catalog,legacy_download,320,"teen pop, pop, rock, adult contemporary, ballad",teen pop,5,"bubblegum_teen_pop, pop, rock, rnb_adult_contemporary, ballad",,"bubblegum_teen_pop, pop, rock, rnb_adult_contemporary, ballad",5,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRAANRI12903CD0A9C,Bandido,End Of The Road (Head Hornys Remix),Bandido,End of the Road (Original Mix),Bandido - End of the Road (Original Mix).wav,Bandido - End of the Road (Original Mix),.wav,True,"hard_house, hard_trance, disco, eurodance_freestyle, breakbeat_bigbeat",hard_house,5,6,1,-5.671,144.812,0.598,0.532,msd_catalog+legacy_download,msd_catalog,legacy_download,182,"hard house, hard trance, italian disco, eurodance, breakbeat",hard house,5,"hard_house, hard_trance, disco, eurodance_freestyle, breakbeat_bigbeat",,"hard_house, hard_trance, disco, eurodance_freestyle, breakbeat_bigbeat",5,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRABONG128EF36206F,Barbarito Diez,Flores Negras,Barbarito Diez,Flores negras (Remastered),Barbarito Diez - Flores negras (Remastered).wav,Barbarito Diez - Flores negras (Remastered),.wav,True,"afro_cuban_tropical, latin_general, misc_world_fusion, non_genre_region_scene",afro_cuban_tropical,4,0,1,-9.718,85.878,0.77,0.656,msd_catalog+legacy_download,msd_catalog,legacy_download,475,"charanga, latin, latino, tropical, cuban",charanga,5,"afro_cuban_tropical, latin_general, misc_world_fusion",non_genre_region_scene,"afro_cuban_tropical, latin_general, misc_world_fusion, non_genre_region_scene",3,1,True,,,acoustically_coherent_merged_genres_corrected.csv
TRAAMXP128F4264F6A,Bare Jr.,Naked Albino,Bare JR.,Naked Albino,Bare JR. - Naked Albino.wav,Bare JR. - Naked Albino,.wav,True,"grunge_post_grunge, country_americana, hard_melodic_rock, alternative_indie_rock, non_genre_artist_role_or_format",grunge_post_grunge,5,10,1,-7.309,107.529,0.647,0.54,msd_catalog+legacy_download,msd_catalog,legacy_download,173,"post-grunge, alternative country, hard rock, male vocalist, alternative rock",post-grunge,5,"grunge_post_grunge, country_americana, hard_melodic_rock, alternative_indie_rock",non_genre_artist_role_or_format,"grunge_post_grunge, country_americana, hard_melodic_rock, alternative_indie_rock, non_genre_artist_role_or_format",4,1,True,,,acoustically_coherent_merged_genres_corrected.csv
TRAAVDZ128F148C948,Bert Kaempfert And His Orchestra,Just As Much As Ever,Bert Kaempfert And His Orchestra,Just as Much as Ever,Bert Kaempfert And His Orchestra - Just as Much as Ever.wav,Bert Kaempfert And His Orchestra - Just as Much as Ever,.wav,True,"easy_listening, jazz, non_genre_artist_role_or_format",easy_listening,3,0,1,-10.328,105.181,0.377,0.395,msd_catalog+legacy_download,msd_catalog,legacy_download,271,"orchestra, easy listening, space age pop, exotica, jazz",orchestra,5,"easy_listening, jazz",non_genre_artist_role_or_format,"easy_listening, jazz, non_genre_artist_role_or_format",2,1,True,,,acoustically_coherent_merged_genres_corrected.csv
TRABQGT128F42566D3,Bill Boyd's Cowboy Ramblers,I Can't Tame Wild Women,Bill Boyd's Cowboy Ramblers,I Can't Tame Wild Women,Bill Boyd's Cowboy Ramblers - I Can't Tame Wild Women.wav,Bill Boyd's Cowboy Ramblers - I Can't Tame Wild Women,.wav,True,"country_americana, vintage_swing_vocal_pop, non_genre_region_scene",country_americana,3,9,1,-14.816,99.487,0.366,0.432,msd_catalog+legacy_download,msd_catalog,legacy_download,498,"western swing, texas, swing",western swing,3,"country_americana, vintage_swing_vocal_pop",non_genre_region_scene,"country_americana, vintage_swing_vocal_pop, non_genre_region_scene",2,1,True,,,acoustically_coherent_merged_genres_corrected.csv
TRAACTB12903CAAF15,Billie Jo Spears,It Makes No Difference Now,Billie Jo Spears,It Makes No Difference Now,Billie Jo Spears - It Makes No Difference Now.wav,Billie Jo Spears - It Makes No Difference Now,.wav,True,"country_americana, classic_soul_motown, rockabilly, non_genre_era",country_americana,4,4,1,-9.983,160.839,0.384,0.402,msd_catalog+legacy_download,msd_catalog,legacy_download,33,"classic country, motown, oldies, rockabilly, traditional country",classic country,5,"country_americana, classic_soul_motown, rockabilly",non_genre_era,"country_americana, classic_soul_motown, rockabilly, non_genre_era",3,1,True,,,acoustically_coherent_merged_genres_corrected.csv
TRAAWUM128F426009A,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,Estate,Billy Higgins,Estate,Billy Higgins - Estate.wav,Billy Higgins - Estate,.wav,True,"bop_postbop_cool_jazz, free_jazz_avant_jazz, jazz, non_genre_region_scene",bop_postbop_cool_jazz,4,11,0,-14.621,106.219,0.191,0.366,msd_catalog+legacy_download,msd_catalog,legacy_download,287,"hard bop, free jazz, bebop, jazz, california",hard bop,5,"bop_postbop_cool_jazz, free_jazz_avant_jazz, jazz",non_genre_region_scene,"bop_postbop_cool_jazz, free_jazz_avant_jazz, jazz, non_genre_region_scene",3,1,True,,,acoustically_coherent_merged_genres_corrected.csv
TRABCYE128F934CE1D,Bitter End,Living Hell,Bitter End,Living Hell,Bitter End - Living Hell.wav,Bitter End - Living Hell,.wav,True,"doom_sludge_stoner_metal, groove_metal, garage_rock, psychedelic_rock, thrash_speed_metal",doom_sludge_stoner_metal,5,10,0,-14.041,111.032,0.532,0.617,msd_catalog+legacy_download,msd_catalog,legacy_download,353,"stoner metal, groove metal, garage rock, psychedelic rock, thrash metal",stoner metal,5,"doom_sludge_stoner_metal, groove_metal, garage_rock, psychedelic_rock, thrash_speed_metal",,"doom_sludge_stoner_metal, groove_metal, garage_rock, psychedelic_rock, thrash_speed_metal",5,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRAAQOH128F4265CE6,Bizarre Inc,Miracle,Bizarre Inc,Miracle,Bizarre Inc - Miracle.wav,Bizarre Inc - Miracle,.wav,True,"breakbeat_bigbeat, pop_rap, techno, deep_house, progressive_house",breakbeat_bigbeat,5,11,1,-9.062,139.91,1.0,0.726,msd_catalog+legacy_download,msd_catalog,legacy_download,216,"breakbeat, pop rap, techno, deep house, progressive house",breakbeat,5,"breakbeat_bigbeat, pop_rap, techno, deep_house, progressive_house",,"breakbeat_bigbeat, pop_rap, techno, deep_house, progressive_house",5,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRABNRG128F425E087,Black Flag,Crass Commercialism,Black Flag,Crass Commercialism,Black Flag - Crass Commercialism.wav,Black Flag - Crass Commercialism,.wav,True,"hardcore_punk, punk, alternative_underground_rap, non_genre_region_scene",hardcore_punk,4,0,1,-18.91,70.649,0.587,0.655,msd_catalog+legacy_download,msd_catalog,legacy_download,474,"hardcore punk, punk, hardcore, los angeles, american underground",hardcore punk,5,"hardcore_punk, punk, alternative_underground_rap",non_genre_region_scene,"hardcore_punk, punk, alternative_underground_rap, non_genre_region_scene",3,1,True,,,acoustically_coherent_merged_genres_corrected.csv
TRABPEY128F429F541,Blind Blake,Blake's Worried Blues,Blind Blake,Blake's Worried Blues,Blind Blake - Blake's Worried Blues.wav,Blind Blake - Blake's Worried Blues,.wav,True,"acoustic_roots_blues, vintage_swing_vocal_pop, electric_city_blues",acoustic_roots_blues,3,0,1,-22.825,86.997,0.559,0.599,msd_catalog+legacy_download,msd_catalog,legacy_download,485,"country blues, piedmont blues, delta blues, ragtime, chicago blues",country blues,5,"acoustic_roots_blues, vintage_swing_vocal_pop, electric_city_blues",,"acoustic_roots_blues, vintage_swing_vocal_pop, electric_city_blues",3,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRAATNN128F92FD35F,Blind Blake & The Royal Victoria Hotel Calypsos,Oh Look Misery,Blind Blake,Oh Look Misery,Blind Blake - Oh Look Misery.wav,Blind Blake - Oh Look Misery,.wav,True,"acoustic_roots_blues, vintage_swing_vocal_pop, electric_city_blues",acoustic_roots_blues,3,7,1,-7.108,101.492,0.497,0.494,msd_catalog+legacy_download,msd_catalog,legacy_download,250,"country blues, piedmont blues, delta blues, ragtime, chicago blues",country blues,5,"acoustic_roots_blues, vintage_swing_vocal_pop, electric_city_blues",,"acoustic_roots_blues, vintage_swing_vocal_pop, electric_city_blues",3,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRAABLR128F423B7E3,Blue Rodeo,Floating,Blue Rodeo,Floating (2012 Remaster),Blue Rodeo - Floating (2012 Remaster).wav,Blue Rodeo - Floating (2012 Remaster),.wav,True,"country_rock, roots_classic_rock, pop_rock, rock, psychedelic_rock",country_rock,5,7,1,-8.576,119.826,1.0,0.829,msd_catalog+legacy_download,msd_catalog,legacy_download,15,"country rock, heartland rock, pop rock, folk rock, psychedelic rock",country rock,5,"country_rock, roots_classic_rock, pop_rock, rock, psychedelic_rock",,"country_rock, roots_classic_rock, pop_rock, rock, psychedelic_rock",5,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRAABJL12903CDCF1A,Bob Azzam,Auguri Cha Cha,Bob Azzam,Auguri Cha Cha,Bob Azzam - Auguri Cha Cha.wav,Bob Azzam - Auguri Cha Cha,.wav,True,"chanson, latin_jazz, soul_jazz, soft_rock, jazz",chanson,5,10,0,-7.75,137.334,0.0,0.198,msd_catalog+legacy_download,msd_catalog,legacy_download,13,"chanson, latin jazz, soul jazz, soft rock, jazz funk",chanson,5,"chanson, latin_jazz, soul_jazz, soft_rock, jazz",,"chanson, latin_jazz, soul_jazz, soft_rock, jazz",5,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRAAJBU128F9326C02,Bob Margolin,You Rascal You,Bob Margolin,You Rascal You,Bob Margolin - You Rascal You.wav,Bob Margolin - You Rascal You,.wav,True,"blues_rock, electric_city_blues, blues, rock, non_genre_region_scene",blues_rock,5,11,1,-12.651,110.168,0.228,0.374,msd_catalog+legacy_download,msd_catalog,legacy_download,125,"blues-rock, chicago blues, massachusetts, blues, classic rock",blues-rock,5,"blues_rock, electric_city_blues, blues, rock",non_genre_region_scene,"blues_rock, electric_city_blues, blues, rock, non_genre_region_scene",4,1,True,,,acoustically_coherent_merged_genres_corrected.csv
TRAAJJV128F42A2F99,Bob Neuwirth,Biding Her Time,Bob Neuwirth,Biding Her Time,Bob Neuwirth - Biding Her Time.wav,Bob Neuwirth - Biding Her Time,.wav,True,"folk_singer_songwriter, blues, misc_world_fusion, folk, non_genre_era",folk_singer_songwriter,5,4,1,-18.114,152.267,0.965,0.744,msd_catalog+legacy_download,msd_catalog,legacy_download,131,"singer-songwriter, oldies, blues, world fusion, folk",singer-songwriter,5,"folk_singer_songwriter, blues, misc_world_fusion, folk",non_genre_era,"folk_singer_songwriter, blues, misc_world_fusion, folk, non_genre_era",4,1,True,,,acoustically_coherent_merged_genres_corrected.csv
TRABLSO128F14A4707,Bobbie Gentry,Courtyard,Bobbie Gentry,Courtyard,Bobbie Gentry - Courtyard.wav,Bobbie Gentry - Courtyard,.wav,True,"acoustic_roots_blues, country_rock, rock, classic_soul_motown",acoustic_roots_blues,4,2,1,-13.134,152.434,0.724,0.647,msd_catalog+legacy_download,msd_catalog,legacy_download,447,"country blues, delta blues, country rock, folk rock, blue-eyed soul",country blues,5,"acoustic_roots_blues, country_rock, rock, classic_soul_motown",,"acoustic_roots_blues, country_rock, rock, classic_soul_motown",4,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRABPAG128F92E2D80,Bobby Bland,Drifting From Town To Town,Bobby Bland,Drifting From Town To Town,Bobby Bland - Drifting From Town To Town.wav,Bobby Bland - Drifting From Town To Town,.wav,True,"soul_blues, electric_city_blues, rnb_adult_contemporary, blues",soul_blues,4,2,0,-10.269,105.927,0.592,0.43,msd_catalog+legacy_download,msd_catalog,legacy_download,481,"soul blues, texas blues, r&b, memphis blues, blues",soul blues,5,"soul_blues, electric_city_blues, rnb_adult_contemporary, blues",,"soul_blues, electric_city_blues, rnb_adult_contemporary, blues",4,0,True,,,acoustically_coherent_merged_genres_corrected.csv
TRABJAG128F9308636,Bobby Hutcherson,Recorda-Me,Bobby Hutcherson,Recorda Me (Remember Me),Bobby Hutcherson - Recorda Me (Remember Me).wav,Bobby Hutcherson - Recorda Me (Remember Me),.wav,True,"latin_jazz, jazz, bop_postbop_cool_jazz, soul_jazz, free_jazz_avant_jazz",latin_jazz,5,9,0,-13.456,95.633,0.123,0.0,msd_catalog+legacy_download,msd_catalog,legacy_download,416,"latin jazz, jazz funk, hard bop, soul jazz, free jazz",latin jazz,5,"latin_jazz, jazz, bop_postbop_cool_jazz, soul_jazz, free_jazz_avant_jazz",,"latin_jazz, jazz, bop_postbop_cool_jazz, soul_jazz, free_jazz_avant_jazz",5,0,True,,,acoustically_coherent_merged_genres_corrected.csv
